enrollment_id,student_id,course_id,enrollment_date
155,2277,1,2024-09-08
156,2619,1,2024-08-05
157,4090,1,2024-09-22
158,2216,1,2024-08-08
159,5228,1,2024-09-18
160,8380,1,2024-09-26
161,1048,1,2024-08-13
162,9061,1,2024-09-08
163,4416,1,2024-09-08
164,832,1,2024-08-07
165,6723,1,2024-08-08
166,6066,1,2024-09-25
167,232,1,2024-08-31
168,3587,1,2024-08-18
169,3233,1,2024-08-14
170,9832,1,2024-09-12
171,9308,1,2024-09-15
172,5586,1,2024-09-11
173,4941,1,2024-09-29
174,3744,1,2024-09-04
175,2154,1,2024-08-19
176,146,1,2024-09-19
177,7072,1,2024-09-16
178,6435,1,2024-09-15
179,1567,1,2024-08-11
180,5901,1,2024-08-16
181,4181,1,2024-09-30
182,900,1,2024-09-07
183,2708,1,2024-08-13
184,7267,1,2024-08-25
185,5887,1,2024-08-25
186,6097,1,2024-09-14
187,7704,1,2024-09-01
188,581,1,2024-08-25
189,8080,1,2024-08-29
190,8963,1,2024-08-12
191,6873,1,2024-08-22
192,8795,1,2024-08-22
193,8442,1,2024-08-04
194,9540,1,2024-08-18
195,3001,1,2024-08-22
196,685,1,2024-08-23
197,4333,1,2024-08-07
198,4749,1,2024-09-14
199,5710,1,2024-09-14
200,3293,1,2024-08-09
201,1712,2,2024-09-03
202,7874,2,2024-09-25
203,3759,2,2024-09-30
204,5126,2,2024-08-06
205,167,2,2024-09-27
206,3044,2,2024-08-18
207,3050,2,2024-08-25
208,7106,2,2024-09-14
209,8998,2,2024-09-17
210,2362,2,2024-08-02
211,602,2,2024-09-17
212,4041,2,2024-09-12
213,3205,2,2024-09-03
214,6904,2,2024-08-10
215,8495,2,2024-08-15
216,7940,2,2024-09-26
217,4718,2,2024-08-16
218,9422,2,2024-09-18
219,4904,2,2024-09-15
220,1352,2,2024-09-06
221,1002,2,2024-08-10
222,1071,2,2024-09-13
223,1415,2,2024-09-19
224,4526,2,2024-08-07
225,1150,2,2024-08-31
226,7110,2,2024-09-21
227,4144,2,2024-08-03
228,5237,2,2024-09-23
229,1138,2,2024-09-12
230,11,2,2024-08-12
231,5698,2,2024-09-21
232,5332,2,2024-09-14
233,9192,2,2024-09-10
234,1033,2,2024-08-26
235,9880,2,2024-08-25
236,8711,2,2024-09-08
237,6695,2,2024-08-09
238,8922,2,2024-08-11
239,4610,2,2024-08-13
240,4226,2,2024-09-17
241,4336,2,2024-09-20
242,9964,2,2024-08-16
243,2379,2,2024-09-27
244,9321,2,2024-09-02
245,1364,2,2024-09-14
246,884,2,2024-09-23
247,3372,2,2024-08-31
248,1585,2,2024-09-22
249,9508,2,2024-09-12
250,4250,2,2024-08-17
251,4906,2,2024-09-19
252,2096,2,2024-08-29
253,8485,2,2024-08-12
254,6633,2,2024-09-28
255,4590,2,2024-08-30
256,1232,2,2024-09-28
257,741,2,2024-08-26
258,77,2,2024-09-18
259,4592,2,2024-09-12
260,7804,2,2024-08-08
261,47,2,2024-08-31
262,9543,2,2024-09-19
263,4017,2,2024-09-22
264,5380,2,2024-08-18
265,4187,2,2024-08-14
266,5302,2,2024-09-27
267,6541,2,2024-09-25
268,4401,2,2024-09-10
269,2721,2,2024-08-17
270,4255,2,2024-08-14
271,7485,2,2024-09-27
272,8515,2,2024-08-13
273,3085,2,2024-08-09
274,1077,2,2024-08-03
275,2915,2,2024-09-20
276,4800,2,2024-09-01
277,9054,2,2024-09-22
278,2410,2,2024-08-03
279,3585,2,2024-08-21
280,8962,2,2024-08-24
281,6140,2,2024-09-01
282,8615,2,2024-08-21
283,3121,2,2024-09-10
284,4322,2,2024-08-26
285,5515,2,2024-09-29
286,5728,2,2024-08-29
287,3411,2,2024-08-15
288,1968,2,2024-09-22
289,6424,2,2024-08-05
290,4733,2,2024-09-15
291,2920,2,2024-08-13
292,9980,2,2024-08-02
293,1911,2,2024-09-27
294,3489,2,2024-08-09
295,1763,2,2024-08-19
296,3192,2,2024-09-04
297,4684,2,2024-08-13
298,4518,2,2024-09-23
299,9463,2,2024-09-13
300,3869,2,2024-08-24
301,5424,2,2024-08-22
302,5865,2,2024-09-26
303,8564,2,2024-09-28
304,5731,2,2024-08-23
305,6490,2,2024-08-29
306,7042,2,2024-09-18
307,5012,2,2024-09-02
308,7247,2,2024-09-02
309,4888,2,2024-09-25
310,8315,2,2024-09-10
311,7658,2,2024-09-12
312,2277,2,2024-08-25
313,6901,2,2024-09-02
314,8502,2,2024-09-28
315,5756,2,2024-09-22
316,3816,2,2024-09-18
317,969,2,2024-08-11
318,3961,2,2024-09-20
319,6348,2,2024-09-01
320,9197,2,2024-09-12
321,3935,2,2024-08-03
322,333,2,2024-08-21
323,2313,2,2024-09-01
324,7315,2,2024-09-15
325,1649,2,2024-08-06
326,6803,2,2024-09-19
327,6603,2,2024-09-08
328,2522,2,2024-08-02
329,6665,2,2024-08-23
330,4876,2,2024-08-03
331,7501,2,2024-08-28
332,281,2,2024-08-09
333,2649,2,2024-08-29
334,6873,2,2024-09-14
335,7311,2,2024-08-13
336,130,2,2024-08-22
337,9026,2,2024-08-06
338,6220,2,2024-09-21
339,3630,2,2024-09-27
340,7212,2,2024-08-18
341,6559,2,2024-09-18
342,9899,2,2024-08-06
343,625,2,2024-09-08
344,6896,2,2024-08-03
345,4462,2,2024-08-16
346,8165,2,2024-09-02
347,8308,2,2024-08-26
348,783,2,2024-08-14
349,3606,2,2024-09-19
350,6536,2,2024-09-26
351,7841,2,2024-09-24
352,1048,2,2024-08-12
353,6298,2,2024-09-25
354,6171,2,2024-08-22
355,9640,2,2024-08-16
356,3872,2,2024-08-11
357,7357,2,2024-08-03
358,6790,2,2024-08-03
359,6381,2,2024-09-24
360,7483,2,2024-09-05
361,2290,2,2024-09-05
362,1488,2,2024-09-03
363,2303,2,2024-09-11
364,587,2,2024-08-03
365,3080,2,2024-09-19
366,4939,2,2024-09-21
367,9312,2,2024-09-09
368,1573,2,2024-09-19
369,3417,2,2024-09-22
370,5946,2,2024-09-03
371,4253,2,2024-08-14
372,773,2,2024-09-11
373,990,2,2024-09-03
374,3723,2,2024-08-02
375,6453,2,2024-09-06
376,6508,2,2024-09-28
377,6161,2,2024-08-26
378,7133,2,2024-09-01
379,3499,2,2024-09-08
380,6962,2,2024-08-21
381,6948,2,2024-09-16
382,6360,2,2024-09-22
383,8800,2,2024-08-27
384,2354,2,2024-09-12
385,2355,2,2024-09-24
386,8233,2,2024-08-09
387,7920,2,2024-08-07
388,5138,2,2024-09-01
389,7891,2,2024-08-11
390,2918,2,2024-08-28
391,4012,2,2024-08-23
392,1331,2,2024-08-30
393,9433,2,2024-08-22
394,7694,2,2024-09-19
395,6942,2,2024-08-18
396,8380,2,2024-09-04
397,5823,2,2024-09-12
398,9947,2,2024-08-10
399,9291,2,2024-08-13
400,9233,2,2024-08-07
401,7896,3,2024-09-06
402,144,3,2024-09-07
403,4411,3,2024-09-24
404,1909,3,2024-09-08
405,5505,3,2024-08-21
406,7453,3,2024-09-06
407,7796,3,2024-09-19
408,5158,3,2024-08-09
409,924,3,2024-08-29
410,3233,3,2024-09-21
411,7267,3,2024-08-04
412,7054,3,2024-08-11
413,7385,3,2024-09-26
414,4175,3,2024-08-22
415,4041,3,2024-08-24
416,541,3,2024-08-03
417,6718,3,2024-08-21
418,8492,3,2024-09-28
419,8105,3,2024-09-24
420,9291,3,2024-08-30
421,1985,3,2024-08-09
422,232,3,2024-09-25
423,9932,3,2024-09-25
424,9499,3,2024-08-24
425,5773,3,2024-08-31
426,5387,3,2024-09-23
427,587,3,2024-08-02
428,3606,3,2024-09-19
429,9613,3,2024-08-17
430,873,3,2024-08-16
431,6456,3,2024-08-31
432,5281,3,2024-08-24
433,2216,3,2024-09-09
434,2628,3,2024-09-27
435,9504,3,2024-08-11
436,2074,3,2024-09-12
437,2721,3,2024-08-11
438,8378,3,2024-09-20
439,5720,3,2024-09-03
440,2126,3,2024-09-17
441,4167,3,2024-09-19
442,2523,3,2024-08-05
443,3236,3,2024-09-23
444,4419,3,2024-08-12
445,5310,3,2024-08-04
446,620,3,2024-08-23
447,7021,3,2024-08-15
448,9513,3,2024-09-28
449,5090,3,2024-09-16
450,4511,3,2024-09-24
451,6223,3,2024-08-24
452,6360,3,2024-09-19
453,9390,3,2024-08-15
454,7698,3,2024-09-02
455,9899,3,2024-08-29
456,9411,3,2024-09-02
457,2520,3,2024-08-03
458,2850,3,2024-08-06
459,4938,3,2024-09-17
460,1539,3,2024-08-20
461,2966,3,2024-09-26
462,9244,3,2024-08-13
463,7103,3,2024-09-17
464,2608,3,2024-08-19
465,1018,3,2024-09-28
466,7118,3,2024-09-01
467,4303,3,2024-09-06
468,4713,3,2024-09-19
469,3948,3,2024-08-29
470,1535,3,2024-09-17
471,1030,3,2024-09-09
472,8186,3,2024-09-09
473,5401,3,2024-09-29
474,5006,3,2024-08-25
475,7560,3,2024-08-06
476,2914,3,2024-09-08
477,2463,3,2024-08-21
478,167,3,2024-09-27
479,6256,3,2024-08-16
480,4166,3,2024-08-25
481,2873,3,2024-08-28
482,5100,3,2024-09-02
483,3035,3,2024-08-23
484,1376,3,2024-08-13
485,6113,3,2024-08-19
486,6491,3,2024-09-08
487,2090,3,2024-09-22
488,1483,3,2024-09-18
489,3989,3,2024-09-10
490,5311,3,2024-09-02
491,2413,3,2024-08-22
492,3039,3,2024-08-25
493,5287,3,2024-09-21
494,4892,3,2024-09-04
495,206,3,2024-09-27
496,6127,3,2024-08-03
497,7266,3,2024-08-05
498,9717,3,2024-09-14
499,6453,3,2024-09-30
500,1757,3,2024-08-20
501,5880,3,2024-08-07
502,8686,3,2024-08-26
503,3411,3,2024-09-07
504,1117,3,2024-08-18
505,4273,3,2024-08-07
506,6832,3,2024-08-15
507,1736,3,2024-09-27
508,5651,3,2024-08-06
509,7189,3,2024-08-11
510,5919,3,2024-08-10
511,397,3,2024-09-19
512,5596,3,2024-09-04
513,3133,3,2024-08-05
514,3562,3,2024-09-22
515,2649,3,2024-08-22
516,5302,3,2024-09-14
517,8081,3,2024-08-30
518,1602,3,2024-08-02
519,3854,3,2024-09-21
520,4433,3,2024-09-29
521,4837,3,2024-08-29
522,9270,3,2024-09-06
523,2138,3,2024-08-11
524,2303,3,2024-09-21
525,1091,3,2024-08-08
526,8820,3,2024-08-13
527,9443,3,2024-09-10
528,1920,3,2024-08-12
529,3426,3,2024-09-13
530,5275,3,2024-08-07
531,1041,3,2024-08-10
532,6812,3,2024-09-16
533,7842,3,2024-09-19
534,9733,3,2024-08-11
535,8619,3,2024-08-28
536,9313,3,2024-09-26
537,4724,3,2024-09-02
538,4012,3,2024-08-29
539,4123,3,2024-09-02
540,2299,3,2024-09-16
541,2664,3,2024-08-30
542,49,3,2024-09-29
543,2562,3,2024-09-12
544,8174,3,2024-08-30
545,6316,3,2024-08-12
546,4498,3,2024-09-09
547,9971,3,2024-08-04
548,8878,3,2024-08-09
549,7536,3,2024-09-29
550,2538,3,2024-09-03
551,2611,3,2024-08-22
552,9397,3,2024-08-06
553,4736,3,2024-08-03
554,4314,3,2024-09-19
555,3465,3,2024-08-30
556,7229,3,2024-09-08
557,1868,3,2024-09-28
558,8706,3,2024-09-24
559,7849,3,2024-08-16
560,1371,3,2024-09-26
561,3048,3,2024-09-09
562,4103,3,2024-09-21
563,8642,3,2024-08-12
564,6180,3,2024-08-22
565,5228,3,2024-09-20
566,8178,3,2024-09-20
567,3336,3,2024-09-26
568,9603,3,2024-08-19
569,7744,3,2024-09-15
570,1234,3,2024-09-14
571,4196,3,2024-08-18
572,5965,3,2024-09-02
573,1805,3,2024-09-11
574,703,3,2024-08-29
575,3784,3,2024-09-13
576,735,3,2024-09-19
577,4701,3,2024-08-18
578,2509,3,2024-09-01
579,3787,3,2024-09-04
580,6968,3,2024-08-22
581,6666,3,2024-09-16
582,1521,3,2024-08-02
583,5564,3,2024-08-12
584,2983,3,2024-08-07
585,3293,3,2024-08-04
586,6508,3,2024-08-18
587,4617,3,2024-09-19
588,272,3,2024-09-10
589,7209,3,2024-08-16
590,6345,3,2024-09-25
591,8558,3,2024-09-21
592,3286,3,2024-08-27
593,6342,3,2024-09-25
594,189,3,2024-08-21
595,3641,3,2024-08-05
596,8239,3,2024-09-25
597,9037,3,2024-08-05
598,4462,3,2024-09-30
599,2601,3,2024-09-16
600,6929,3,2024-08-15
601,4437,4,2024-09-21
602,1070,4,2024-08-27
603,2574,4,2024-09-10
604,2303,4,2024-08-02
605,6946,4,2024-09-06
606,4226,4,2024-08-26
607,5761,4,2024-08-13
608,7863,4,2024-08-23
609,2707,4,2024-09-27
610,4768,4,2024-08-05
611,2540,4,2024-08-28
612,6127,4,2024-09-16
613,2136,4,2024-08-08
614,9923,4,2024-09-04
615,6424,4,2024-09-17
616,3059,4,2024-09-03
617,7903,4,2024-08-11
618,4867,4,2024-09-05
619,3986,4,2024-08-08
620,7063,4,2024-09-20
621,9700,4,2024-09-18
622,5242,4,2024-08-12
623,5370,4,2024-09-23
624,5861,4,2024-08-19
625,2204,4,2024-08-03
626,7229,4,2024-09-15
627,5142,4,2024-08-10
628,4241,4,2024-08-09
629,830,4,2024-09-19
630,3989,4,2024-09-29
631,6388,4,2024-09-23
632,7483,4,2024-09-03
633,978,4,2024-08-20
634,7093,4,2024-09-30
635,9422,4,2024-08-20
636,5304,4,2024-09-30
637,6768,4,2024-09-05
638,4878,4,2024-09-23
639,8235,4,2024-09-29
640,4684,4,2024-08-28
641,3918,4,2024-08-08
642,3080,4,2024-08-14
643,9915,4,2024-09-06
644,7347,4,2024-09-02
645,3177,4,2024-08-24
646,5296,4,2024-08-26
647,6861,4,2024-08-31
648,567,4,2024-09-08
649,5437,4,2024-08-11
650,2927,4,2024-09-29
651,1929,4,2024-09-18
652,8080,4,2024-08-10
653,6268,4,2024-09-22
654,4216,4,2024-08-17
655,6412,4,2024-08-18
656,3198,4,2024-08-05
657,1673,4,2024-09-23
658,7335,4,2024-09-05
659,705,4,2024-08-29
660,9261,4,2024-08-04
661,7038,4,2024-09-29
662,4539,4,2024-08-16
663,8589,4,2024-08-05
664,5695,4,2024-09-25
665,7469,4,2024-08-07
666,347,4,2024-09-20
667,6491,4,2024-08-03
668,8062,4,2024-08-16
669,247,4,2024-08-23
670,8810,4,2024-08-06
671,3233,4,2024-09-02
672,1992,4,2024-08-13
673,6730,4,2024-08-11
674,685,4,2024-08-24
675,1431,4,2024-09-23
676,4258,4,2024-08-24
677,161,4,2024-08-15
678,3783,4,2024-08-24
679,3205,4,2024-08-19
680,8660,4,2024-08-04
681,4976,4,2024-09-24
682,3018,4,2024-08-10
683,630,4,2024-08-04
684,1483,4,2024-09-14
685,9276,4,2024-09-03
686,6352,4,2024-08-12
687,8183,4,2024-08-17
688,5335,4,2024-09-04
689,7653,4,2024-09-24
690,9495,4,2024-08-03
691,3039,4,2024-08-02
692,9473,4,2024-08-25
693,3415,4,2024-08-16
694,6301,4,2024-09-18
695,3759,4,2024-09-08
696,5415,4,2024-08-19
697,7744,4,2024-09-06
698,9917,4,2024-09-20
699,9619,4,2024-09-10
700,4496,4,2024-08-14
701,4292,4,2024-08-30
702,5759,4,2024-08-21
703,3820,4,2024-08-16
704,5704,4,2024-09-27
705,8910,4,2024-09-03
706,8615,4,2024-08-25
707,1018,4,2024-08-25
708,1748,4,2024-09-12
709,5228,4,2024-09-15
710,2339,4,2024-08-17
711,340,4,2024-09-06
712,5062,4,2024-08-13
713,5249,4,2024-08-02
714,2467,4,2024-09-13
715,4586,4,2024-09-25
716,8878,4,2024-08-29
717,2165,4,2024-08-02
718,1175,4,2024-09-13
719,7970,4,2024-09-23
720,5269,4,2024-09-21
721,7048,4,2024-08-17
722,6988,4,2024-08-13
723,3562,4,2024-08-30
724,5845,4,2024-09-15
725,9389,4,2024-08-18
726,1753,4,2024-09-07
727,7471,4,2024-09-01
728,2413,4,2024-08-26
729,7804,4,2024-08-21
730,7551,4,2024-08-30
731,2611,4,2024-09-05
732,3293,4,2024-08-02
733,5865,4,2024-09-21
734,7246,4,2024-09-02
735,1763,4,2024-09-27
736,2096,4,2024-08-06
737,1790,4,2024-08-18
738,8308,4,2024-08-30
739,3780,4,2024-09-07
740,7026,4,2024-09-22
741,5237,4,2024-08-08
742,9880,4,2024-09-02
743,7586,4,2024-08-28
744,1844,4,2024-08-13
745,2891,4,2024-08-29
746,3526,4,2024-08-14
747,3211,4,2024-08-19
748,8588,4,2024-09-24
749,5100,4,2024-09-02
750,785,4,2024-08-25
751,9382,4,2024-09-04
752,1081,4,2024-09-17
753,7813,4,2024-09-27
754,1814,4,2024-09-23
755,7080,4,2024-08-06
756,4724,4,2024-08-14
757,2687,4,2024-08-03
758,7871,4,2024-09-22
759,2154,4,2024-08-20
760,3348,4,2024-09-20
761,1092,4,2024-08-08
762,9308,4,2024-08-29
763,7998,4,2024-09-10
764,2839,4,2024-09-29
765,6047,4,2024-08-14
766,1331,4,2024-08-20
767,5215,4,2024-08-29
768,8429,4,2024-09-12
769,4195,4,2024-09-09
770,2090,4,2024-08-08
771,7098,4,2024-08-26
772,555,4,2024-09-18
773,1601,4,2024-09-04
774,1071,4,2024-08-15
775,4718,4,2024-09-15
776,2566,4,2024-08-21
777,6404,4,2024-09-23
778,9248,4,2024-08-18
779,9794,4,2024-08-24
780,307,4,2024-08-15
781,1374,4,2024-09-23
782,5298,4,2024-09-20
783,765,4,2024-09-18
784,463,4,2024-09-26
785,9859,4,2024-08-04
786,3872,4,2024-09-21
787,23,4,2024-09-26
788,7961,4,2024-08-31
789,6381,4,2024-09-11
790,8731,4,2024-09-01
791,4912,4,2024-09-27
792,3961,4,2024-08-18
793,2367,4,2024-09-11
794,8506,4,2024-09-15
795,2975,4,2024-09-28
796,2720,4,2024-08-04
797,2792,4,2024-09-09
798,6900,4,2024-08-04
799,4219,4,2024-09-21
800,16,4,2024-09-15
801,3516,5,2024-08-23
802,7971,5,2024-08-10
803,3244,5,2024-08-10
804,5228,5,2024-08-28
805,6014,5,2024-09-14
806,7805,5,2024-08-28
807,6183,5,2024-08-29
808,6404,5,2024-09-01
809,9902,5,2024-09-30
810,7576,5,2024-08-31
811,369,5,2024-08-29
812,6548,5,2024-08-13
813,4041,5,2024-08-11
814,5387,5,2024-09-01
815,9518,5,2024-08-17
816,4037,5,2024-08-30
817,8882,5,2024-08-07
818,5943,5,2024-09-13
819,5067,5,2024-09-22
820,8864,5,2024-09-05
821,8080,5,2024-08-20
822,7580,5,2024-08-05
823,7209,5,2024-08-06
824,7212,5,2024-09-15
825,1406,5,2024-08-18
826,1695,5,2024-09-04
827,2096,5,2024-08-31
828,1740,5,2024-09-24
829,2899,5,2024-08-11
830,1868,5,2024-08-20
831,432,5,2024-08-19
832,2538,5,2024-08-03
833,2453,5,2024-09-27
834,146,5,2024-08-31
835,620,5,2024-08-25
836,4069,5,2024-09-21
837,2442,5,2024-09-28
838,7002,5,2024-09-19
839,679,5,2024-08-19
840,5767,5,2024-08-05
841,1127,5,2024-08-31
842,362,5,2024-09-12
843,8476,5,2024-08-31
844,4338,5,2024-08-08
845,8730,5,2024-08-22
846,5692,5,2024-08-23
847,4754,5,2024-08-09
848,8593,5,2024-08-15
849,8660,5,2024-09-14
850,1077,5,2024-09-22
851,7499,5,2024-08-06
852,8677,5,2024-09-13
853,2503,5,2024-08-13
854,3892,5,2024-08-22
855,7716,5,2024-09-29
856,2467,5,2024-08-27
857,3451,5,2024-08-02
858,5959,5,2024-08-23
859,799,5,2024-09-28
860,7741,5,2024-09-28
861,6828,5,2024-08-06
862,8169,5,2024-09-04
863,8202,5,2024-08-31
864,982,5,2024-09-04
865,8642,5,2024-09-17
866,3034,5,2024-09-27
867,7262,5,2024-08-08
868,1554,5,2024-09-12
869,8537,5,2024-08-16
870,505,5,2024-09-13
871,9975,5,2024-09-16
872,8585,5,2024-09-08
873,1601,5,2024-08-10
874,5505,5,2024-09-01
875,1173,5,2024-09-29
876,1415,5,2024-08-25
877,8378,5,2024-08-11
878,1535,5,2024-08-04
879,2222,5,2024-08-04
880,1627,5,2024-08-09
881,5573,5,2024-08-06
882,4189,5,2024-09-03
883,6897,5,2024-08-06
884,8777,5,2024-09-10
885,9378,5,2024-09-22
886,9944,5,2024-08-16
887,7721,5,2024-09-17
888,1276,5,2024-08-24
889,2687,5,2024-08-12
890,16,5,2024-09-22
891,7235,5,2024-08-21
892,7871,5,2024-08-10
893,1391,5,2024-08-28
894,6424,5,2024-09-22
895,2879,5,2024-09-14
896,9499,5,2024-08-30
897,3322,5,2024-08-16
898,3004,5,2024-09-04
899,1453,5,2024-08-18
900,1550,5,2024-08-10
901,2611,5,2024-08-25
902,7485,5,2024-09-11
903,6005,5,2024-09-07
904,1613,5,2024-08-08
905,1748,5,2024-09-10
906,181,5,2024-09-06
907,1561,5,2024-08-26
908,2359,5,2024-09-02
909,7017,5,2024-09-12
910,7896,5,2024-09-22
911,7110,5,2024-08-17
912,567,5,2024-08-18
913,94,5,2024-09-18
914,234,5,2024-08-10
915,1043,5,2024-09-26
916,1944,5,2024-09-02
917,1374,5,2024-08-29
918,4544,5,2024-08-14
919,5304,5,2024-09-06
920,9594,5,2024-09-05
921,6125,5,2024-09-04
922,1753,5,2024-09-24
923,5488,5,2024-09-13
924,6695,5,2024-09-09
925,6832,5,2024-09-03
926,1649,5,2024-09-18
927,2649,5,2024-08-04
928,6720,5,2024-09-09
929,2412,5,2024-08-03
930,3348,5,2024-08-17
931,6497,5,2024-08-12
932,5896,5,2024-09-15
933,4953,5,2024-09-30
934,5717,5,2024-09-09
935,1041,5,2024-08-21
936,7223,5,2024-09-05
937,9508,5,2024-08-23
938,2379,5,2024-08-26
939,3411,5,2024-08-07
940,2355,5,2024-09-21
941,1660,5,2024-08-23
942,6127,5,2024-09-27
943,3239,5,2024-08-23
944,9956,5,2024-09-18
945,3878,5,2024-08-17
946,1247,5,2024-08-30
947,9610,5,2024-08-20
948,4912,5,2024-09-24
949,4188,5,2024-09-08
950,1887,5,2024-09-04
951,5917,5,2024-08-29
952,2803,5,2024-08-30
953,9143,5,2024-08-31
954,7471,5,2024-09-07
955,7062,5,2024-08-25
956,5261,5,2024-09-28
957,2724,5,2024-09-29
958,4168,5,2024-09-19
959,7453,5,2024-08-15
960,4941,5,2024-09-02
961,8184,5,2024-09-10
962,3828,5,2024-09-25
963,2873,5,2024-08-10
964,9186,5,2024-09-03
965,7841,5,2024-08-22
966,5410,5,2024-09-19
967,7660,5,2024-08-27
968,9169,5,2024-09-06
969,8815,5,2024-09-14
970,6030,5,2024-08-12
971,8886,5,2024-08-07
972,4617,5,2024-08-16
973,4678,5,2024-09-09
974,5823,5,2024-08-22
975,9526,5,2024-09-18
976,3734,5,2024-08-29
977,2216,5,2024-08-11
978,716,5,2024-09-02
979,9261,5,2024-08-18
980,2735,5,2024-09-11
981,25,5,2024-08-25
982,5554,5,2024-09-25
983,1929,5,2024-09-20
984,9,5,2024-09-19
985,6499,5,2024-09-22
986,4724,5,2024-08-16
987,389,5,2024-08-29
988,6053,5,2024-08-06
989,543,5,2024-09-10
990,4002,5,2024-09-15
991,2502,5,2024-08-17
992,9150,5,2024-09-09
993,2424,5,2024-09-01
994,3832,5,2024-08-07
995,555,5,2024-09-03
996,1364,5,2024-09-14
997,4913,5,2024-09-17
998,9700,5,2024-08-19
999,1921,5,2024-08-03
1000,9303,5,2024-09-24
1001,1698,6,2024-08-02
1002,741,6,2024-09-03
1003,2561,6,2024-08-07
