assignment_grade_id,assignment_id,student_id,score,submission_date,feedback
112,3,685,88.85,2024-11-12 21:10:50,Четко социалистический дрогнуть конструкция грустный другой.,2025-05-24 17:35:01.559157
113,3,5823,47.85,2025-02-05 19:31:02,Трясти естественный серьезный угодный налево.,2025-05-24 17:35:01.559157
114,3,5461,96.47,2025-02-06 14:03:54,Задержать конструкция затянуться забирать возмутиться.,2025-05-24 17:35:01.559157
115,3,5633,99.83,2024-11-16 19:16:53,Развитый вчера рабочий настать изба рис зеленый ход.,2025-05-24 17:35:01.559157
116,3,707,93.68,2025-01-18 19:46:35,Выраженный военный карман поймать.,2025-05-24 17:35:01.559157
117,3,9186,69.05,2025-01-10 10:03:46,Засунуть аллея приходить.,2025-05-24 17:35:01.559157
118,3,8795,83.43,2024-11-06 01:02:30,Ярко предоставить заложить забирать.,2025-05-24 17:35:01.559157
119,3,7846,27.63,2024-12-09 21:59:26,Налоговый материя крыса тяжелый.,2025-05-24 17:35:01.559157
120,3,5799,96.38,2024-11-30 16:14:59,Важный социалистический издали назначить дальний табак природа.,2025-05-24 17:35:01.559157
121,3,4333,1.83,2024-12-22 19:16:18,Аллея тысяча написать.,2025-05-24 17:35:01.559157
122,3,4939,48.54,2024-11-18 16:08:45,Гулять куча вскинуть деловой чувство зарплата провинция инфекция.,2025-05-24 17:35:01.559157
123,3,598,15.41,2024-11-23 20:18:20,Обида господь человечек горький растеряться.,2025-05-24 17:35:01.559157
124,3,6066,33.04,2025-01-12 16:46:03,Юный пища эффект очутиться.,2025-05-24 17:35:01.559157
125,3,6576,20.59,2024-11-08 19:13:42,Посвятить манера школьный основание интеллектуальный приятель карман.,2025-05-24 17:35:01.559157
126,3,7267,44.93,2025-01-29 10:12:37,Обида доставать цвет.,2025-05-24 17:35:01.559157
127,3,2154,24.44,2025-01-14 22:33:57,Экзамен счастье собеседник.,2025-05-24 17:35:01.559157
128,3,716,36.65,2025-01-16 06:10:32,Невозможно слишком юный достоинство.,2025-05-24 17:35:01.559157
129,3,4941,47.44,2024-11-25 02:04:53,Торговля столетие вздрогнуть.,2025-05-24 17:35:01.559157
130,3,725,73.37,2025-01-25 00:51:36,Доставать засунуть выбирать висеть сомнительный монета витрина.,2025-05-24 17:35:01.559157
131,3,8800,7.13,2024-11-30 16:48:20,Оборот разуметься следовательно страсть.,2025-05-24 17:35:01.559157
132,3,4749,67.69,2024-12-15 00:52:05,Предоставить парень бригада функция.,2025-05-24 17:35:01.559157
133,3,9144,97.20,2024-12-03 23:19:10,Вчера страсть наткнуться командир наступать вздрогнуть.,2025-05-24 17:35:01.559157
134,3,3865,0.95,2024-12-24 21:54:07,Багровый смелый одиннадцать плясать госпожа трубка.,2025-05-24 17:35:01.559157
135,3,2216,84.36,2024-11-06 12:23:10,Прелесть радость трясти разводить выраженный.,2025-05-24 17:35:01.559157
136,3,3744,58.94,2025-01-20 02:34:05,Изменение пропадать подробность.,2025-05-24 17:35:01.559157
137,3,9985,82.90,2024-11-09 14:04:26,Висеть дьявол торговля плясать.,2025-05-24 17:35:01.559157
138,3,8963,58.21,2024-11-09 07:43:02,Материя отъезд армейский тута расстегнуть поколение пропадать.,2025-05-24 17:35:01.559157
139,3,7842,39.28,2025-01-11 08:38:33,Поговорить ведь слишком мгновение.,2025-05-24 17:35:01.559157
140,3,6164,24.84,2024-12-23 11:01:58,Кольцо куча факультет поздравлять космос передо счастье.,2025-05-24 17:35:01.559157
141,3,5710,5.37,2024-11-28 09:10:43,Недостаток падаль невозможно тюрьма выраженный скользить.,2025-05-24 17:35:01.559157
142,3,4294,57.04,2024-12-30 01:55:19,Заведение провинция пища горький очко.,2025-05-24 17:35:01.559157
143,3,8599,1.80,2024-12-25 10:45:59,Рота набор жестокий падать призыв правильный полюбить полностью.,2025-05-24 17:35:01.559157
144,3,7165,22.30,2025-01-14 20:03:23,Помолчать некоторый посидеть иной разуметься триста провал.,2025-05-24 17:35:01.559157
145,3,5135,90.84,2024-12-05 20:17:35,Нажать нервно неожиданный пропаганда.,2025-05-24 17:35:01.559157
146,3,3751,76.82,2025-01-31 09:27:06,Песенка четко ответить достоинство роса рабочий.,2025-05-24 17:35:01.559157
147,3,3001,92.93,2024-12-11 03:50:30,Зима пастух тревога потом невыносимый.,2025-05-24 17:35:01.559157
148,3,7079,80.03,2025-01-15 06:36:11,Адвокат еврейский возбуждение реклама.,2025-05-24 17:35:01.559157
149,3,1488,67.69,2024-11-21 03:45:41,Коммунизм второй призыв уронить.,2025-05-24 17:35:01.559157
150,3,4617,84.45,2024-11-18 06:26:08,Голубчик подземный неправда степь ремень куча коммунизм.,2025-05-24 17:35:01.559157
151,4,7311,14.63,2025-03-29 04:34:01,Адвокат вытаскивать запустить болото нажать дурацкий.,2025-05-24 17:35:01.559157
152,4,8380,25.81,2024-12-27 17:13:27,Понятный изменение цель какой научить.,2025-05-24 17:35:01.559157
153,4,6167,77.80,2024-11-20 13:00:03,Монета снимать видимо.,2025-05-24 17:35:01.559157
154,4,62,35.91,2025-01-07 08:43:04,Рота витрина полоска тута проход снимать факультет.,2025-05-24 17:35:01.559157
155,4,3734,77.70,2024-12-05 20:22:36,Изредка способ присесть висеть.,2025-05-24 17:35:01.559157
156,4,7079,27.71,2024-11-17 18:15:32,Наслаждение неожиданно растеряться тревога конференция нервно идея.,2025-05-24 17:35:01.559157
157,4,8795,65.94,2024-12-02 02:54:48,Художественный уронить командир академик.,2025-05-24 17:35:01.559157
158,4,9632,52.12,2025-01-29 22:11:30,Порог чувство вскакивать прелесть избегать левый крутой.,2025-05-24 17:35:01.559157
159,4,8702,71.76,2024-11-06 03:16:09,Возбуждение тесно видимо трясти коллектив.,2025-05-24 17:35:01.559157
160,4,685,48.18,2025-01-07 07:17:14,Исполнять стакан гулять вытаскивать.,2025-05-24 17:35:01.559157
161,4,5710,58.73,2025-01-03 22:34:07,Костер неожиданный команда миф.,2025-05-24 17:35:01.559157
162,4,9186,94.28,2024-12-08 15:05:57,Инструкция зима картинка чувство потянуться.,2025-05-24 17:35:01.559157
163,4,2230,77.26,2024-11-22 00:03:35,Тюрьма перебивать хозяйка.,2025-05-24 17:35:01.559157
164,4,900,57.20,2024-11-28 23:48:32,Терапия палата смеяться монета цвет.,2025-05-24 17:35:01.559157
165,4,3751,39.63,2025-03-20 22:49:45,Ленинград парень привлекать миф.,2025-05-24 17:35:01.559157
166,4,5901,45.07,2024-12-16 20:23:37,Танцевать военный пропасть бочок применяться.,2025-05-24 17:35:01.559157
167,4,2021,68.36,2024-11-25 01:26:46,Посвятить смертельный дорогой роса носок.,2025-05-24 17:35:01.559157
168,4,707,68.29,2024-11-15 13:55:51,Самостоятельно пропасть сопровождаться успокоиться.,2025-05-24 17:35:01.559157
169,4,6640,4.70,2025-01-22 02:29:46,Счастье потом ныне болото.,2025-05-24 17:35:01.559157
170,4,1567,6.28,2024-12-31 11:49:07,Цвет настать трубка.,2025-05-24 17:35:01.559157
171,4,9511,84.73,2025-03-07 18:26:54,Подробность вытаскивать прелесть.,2025-05-24 17:35:01.559157
172,4,9944,47.94,2025-01-22 16:54:56,Пропасть решетка ответить соответствие район адвокат направо.,2025-05-24 17:35:01.559157
173,4,4749,2.91,2025-03-22 12:11:24,Вряд полюбить вскакивать угроза похороны грустный.,2025-05-24 17:35:01.559157
174,4,3339,85.67,2025-01-30 17:50:19,Вздрогнуть мрачно прелесть поставить передо печатать прощение.,2025-05-24 17:35:01.559157
175,4,3091,5.44,2024-11-08 06:40:46,Поставить низкий пространство художественный совет лапа дурацкий.,2025-05-24 17:35:01.559157
176,4,9291,53.21,2025-02-10 08:07:55,Тревога мимо хлеб полностью промолчать.,2025-05-24 17:35:01.559157
177,4,4941,7.76,2025-03-18 19:14:19,Ремень вздрогнуть секунда.,2025-05-24 17:35:01.559157
178,4,6723,28.13,2025-04-12 13:32:41,Конструкция оборот отъезд тревога слать сынок.,2025-05-24 17:35:01.559157
179,4,146,35.78,2025-01-09 01:03:12,Оставить пропадать мелочь ответить засунуть провал выражаться.,2025-05-24 17:35:01.559157
180,4,2126,87.35,2025-02-08 12:51:35,Дальний уточнить волк песенка дошлый невозможно.,2025-05-24 17:35:01.559157
181,4,8529,65.81,2025-03-29 14:08:22,Тусклый приличный тесно медицина.,2025-05-24 17:35:01.559157
182,4,3587,34.10,2025-02-26 06:56:36,Налево миг смелый сынок набор девка солнце спорт.,2025-05-24 17:35:01.559157
183,4,9488,4.15,2024-12-04 14:19:16,Зима четко штаб находить боец пасть.,2025-05-24 17:35:01.559157
184,4,9308,8.65,2025-02-16 22:12:43,Направо кожа дремать свежий отъезд житель.,2025-05-24 17:35:01.559157
185,4,5296,31.30,2025-03-09 02:08:45,Спешить возмутиться приходить спорт карман кузнец.,2025-05-24 17:35:01.559157
186,4,7115,99.99,2025-02-26 13:59:08,Правление блин роса еврейский протягивать господь.,2025-05-24 17:35:01.559157
187,4,5300,23.96,2025-02-21 16:23:06,Космос выдержать картинка смертельный увеличиваться выражение.,2025-05-24 17:35:01.559157
188,4,7267,90.93,2024-12-03 03:19:23,Покидать наслаждение правление некоторый другой витрина цвет единый.,2025-05-24 17:35:01.559157
189,4,9603,68.84,2025-02-18 14:43:44,Цель пропаганда естественный миг угол горький.,2025-05-24 17:35:01.559157
190,4,8705,93.00,2024-12-10 05:16:33,Лиловый расстегнуть провал руководитель четыре написать фонарик.,2025-05-24 17:35:01.559157
191,4,7682,60.26,2025-02-24 04:01:57,Запретить светило юный домашний мальчишка.,2025-05-24 17:35:01.559157
192,4,7165,7.85,2024-12-12 07:07:23,Хозяйка вздрогнуть тесно командир заплакать.,2025-05-24 17:35:01.559157
193,4,5799,85.00,2025-04-05 17:15:25,Вчера посидеть увеличиваться.,2025-05-24 17:35:01.559157
194,4,6541,13.95,2025-03-17 11:22:07,Боец сопровождаться витрина сверкающий прежний неожиданно.,2025-05-24 17:35:01.559157
195,4,2277,1.53,2024-11-09 00:29:19,Освобождение основание советовать покидать головка выразить кожа.,2025-05-24 17:35:01.559157
196,4,7891,11.86,2024-11-19 14:07:50,Поговорить мусор лиловый монета мгновение тута задержать.,2025-05-24 17:35:01.559157
197,4,7485,98.57,2024-12-10 06:21:05,Металл покидать роскошный миф.,2025-05-24 17:35:01.559157
198,4,8599,83.61,2024-12-03 06:52:29,Строительство пробовать сынок спасть зато расстройство спешить.,2025-05-24 17:35:01.559157
199,4,7562,64.81,2024-11-13 05:40:46,Чувство спасть дурацкий столетие достоинство хозяйка мусор.,2025-05-24 17:35:01.559157
200,4,7939,55.07,2025-02-23 06:42:50,Пропасть столетие ночь головка покинуть уронить.,2025-05-24 17:35:01.559157
201,5,8800,45.94,2024-12-16 00:23:53,Поезд командование табак наслаждение неожиданный бочок возникновение художественный.,2025-05-24 17:35:01.559157
202,5,1488,83.80,2025-01-11 16:46:24,Сходить легко функция мрачно картинка.,2025-05-24 17:35:01.559157
203,5,2509,92.48,2024-11-22 12:50:44,Зато сверкать табак слишком ученый юный избегать.,2025-05-24 17:35:01.559157
204,5,5415,88.35,2024-12-26 02:40:26,Штаб помолчать затянуться.,2025-05-24 17:35:01.559157
205,5,4617,23.53,2025-01-26 00:22:55,Терапия ребятишки опасность бетонный горький дошлый крутой.,2025-05-24 17:35:01.559157
206,5,1561,53.38,2025-01-25 00:39:31,Какой каюта ребятишки каюта уточнить.,2025-05-24 17:35:01.559157
207,5,8666,61.46,2024-12-03 00:56:42,Строительство ночь витрина адвокат плод ложиться забирать.,2025-05-24 17:35:01.559157
208,5,5823,45.78,2025-01-03 11:51:01,Руководитель предоставить левый второй выраженный.,2025-05-24 17:35:01.559157
209,5,7871,36.50,2024-11-08 21:08:11,Дрогнуть природа висеть академик факультет.,2025-05-24 17:35:01.559157
210,5,4177,83.51,2024-11-10 13:16:24,Жидкий головной помолчать голубчик что.,2025-05-24 17:35:01.559157
211,5,2708,6.14,2024-12-12 05:16:45,Пища салон увеличиваться угроза избегать.,2025-05-24 17:35:01.559157
212,5,6363,78.88,2025-01-29 10:57:34,Важный рота хозяйка пламя опасность направо ночь.,2025-05-24 17:35:01.559157
213,5,1275,64.78,2024-12-02 04:39:28,Деловой освобождение решетка запретить куча витрина военный.,2025-05-24 17:35:01.559157
214,5,3293,86.45,2025-02-23 09:35:22,Правый соответствие задрать кольцо чем расстегнуть даль.,2025-05-24 17:35:01.559157
215,5,5218,4.12,2025-01-11 13:48:38,Налево бегать подземный хлеб непривычный.,2025-05-24 17:35:01.559157
216,5,5659,95.81,2024-11-29 14:27:34,Дорогой лететь поговорить ленинград.,2025-05-24 17:35:01.559157
217,5,6653,38.72,2024-11-14 05:28:44,Через реклама горький назначить степь.,2025-05-24 17:35:01.559157
218,5,8429,77.75,2025-01-22 06:26:15,Какой даль более господь песня белье решение.,2025-05-24 17:35:01.559157
219,5,7842,84.69,2025-01-20 09:32:56,Дорогой дурацкий жить через деловой спасть адвокат.,2025-05-24 17:35:01.559157
220,5,7891,45.09,2025-02-15 19:50:49,Спешить возникновение передо мальчишка изредка.,2025-05-24 17:35:01.559157
221,5,2277,72.50,2024-11-22 08:48:43,Триста за кожа ведь инструкция падать ведь полюбить.,2025-05-24 17:35:01.559157
222,5,6730,92.84,2024-12-01 08:30:04,Пища выгнать приятель а цепочка магазин.,2025-05-24 17:35:01.559157
223,5,6896,2.22,2024-11-11 09:40:01,Степь смеяться бочок.,2025-05-24 17:35:01.559157
224,5,80,47.37,2025-01-10 16:43:57,Избегать актриса ручей снимать белье багровый.,2025-05-24 17:35:01.559157
225,5,6066,54.97,2024-11-15 04:42:53,Скрытый за угодный холодно обида табак металл.,2025-05-24 17:35:01.559157
226,5,9061,30.05,2025-01-17 06:21:28,Тысяча сутки триста команда ложиться умолять.,2025-05-24 17:35:01.559157
227,5,7115,0.70,2025-01-11 17:31:56,Наступать неудобно ботинок радость налево.,2025-05-24 17:35:01.559157
228,5,4736,94.66,2025-01-11 04:30:51,Добиться мелькнуть крутой мрачно выраженный эффект вряд девка.,2025-05-24 17:35:01.559157
229,5,8795,24.76,2024-11-16 06:14:29,Освобождение медицина волк рабочий сходить.,2025-05-24 17:35:01.559157
230,5,1721,72.35,2024-11-18 21:38:19,Команда чем счастье четко снимать.,2025-05-24 17:35:01.559157
231,5,7682,29.87,2024-12-02 05:30:36,Недостаток за при четко порядок цвет грудь невыносимый.,2025-05-24 17:35:01.559157
